question_group_id,concept_name,domains,mode_supported,source_type,input_keys_covered,derivation_targets,question_role,section_candidate,ordering_priority,direct_or_supporting,expected_response_type,preferred_scale_name,ask_once_or_repeat,respondent_expected,administered_by,caregiver_prompt_candidate,psychologist_prompt_candidate,caregiver_help_text_candidate,psychologist_help_text_candidate,allow_unknown,unknown_option_needed,criticality,branching_candidate,branching_rule_summary,validation_rule_summary,terminology_risk,notes
conners_hyperactivity,conners hyperactivity,adhd,psychologist,general,conners_hyperactivity,n/a,direct,conners,10,direct,integer,integer_0_27,ask_once,child,psychologist,Conners: conners hyperactivity (respuesta estructurada),Conners: conners hyperactivity (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
conners_total,conners total,adhd,psychologist,score_derivado,conners_total,conners_total,supporting,conners,10,supporting,integer,integer_11_63,ask_once,child,psychologist,Conners: conners total (respuesta estructurada),Conners: conners total (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
has_conners,has conners,adhd,psychologist,disponibilidad_instrumental,has_conners,n/a,direct,conners,10,direct,boolean,boolean_yes_no,ask_once,clinician,psychologist,Conners: has conners (respuesta estructurada),Conners: has conners (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,yes,"si has_* = no, ocultar bloque instrumental asociado",valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
age_years,age years,adhd|anxiety|conduct|depression|elimination,both,general,age_years,n/a,direct,demographics,10,direct,integer,integer_6_11,ask_once,clinician,both,Demographics: age years (respuesta estructurada),Demographics: age years (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,no,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
release,release,adhd|anxiety|conduct|elimination,both,general,release,n/a,direct,demographics,10,direct,integer,integer_11_11,ask_once,clinician,both,Demographics: release (respuesta estructurada),Demographics: release (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
sex_assigned_at_birth,sex assigned at birth,adhd|anxiety|conduct|depression|elimination,both,general,sex_assigned_at_birth,n/a,direct,demographics,10,direct,single_choice,sex_assigned_at_birth,ask_once,clinician,both,Demographics: sex assigned at birth (respuesta estructurada),Demographics: sex assigned at birth (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,no,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
site,site,adhd|anxiety|conduct|elimination,both,general,site,n/a,direct,demographics,10,direct,single_choice,site,ask_once,clinician,both,Demographics: site (respuesta estructurada),Demographics: site (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
has_icut,has icut,conduct,both,disponibilidad_instrumental,has_icut,has_icut,supporting,icut,10,supporting,boolean,boolean_yes_no,ask_once,clinician,both,ICUT: has icut (respuesta estructurada),ICUT: has icut (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,yes,"si has_* = no, ocultar bloque instrumental asociado",valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
icut_total,icut total,conduct,both,score_derivado,icut_total,icut_total,supporting,icut,10,supporting,integer,integer_6_60,ask_once,clinician,both,ICUT: icut total (respuesta estructurada),ICUT: icut total (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
mfq_p_total,mfq p total,depression,both,score_derivado,mfq_p_total,mfq_p_total,supporting,mfq,10,supporting,integer,integer_0_60,ask_once,clinician,both,MFQ: mfq p total (respuesta estructurada),MFQ: mfq p total (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
has_scared_p,has scared p,anxiety,both,disponibilidad_instrumental,has_scared_p,n/a,direct,scared,10,direct,boolean,boolean_yes_no,ask_once,clinician,both,SCARED: has scared p (respuesta estructurada),SCARED: has scared p (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,yes,"si has_* = no, ocultar bloque instrumental asociado",valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
has_scared_sr,has scared sr,anxiety,psychologist,disponibilidad_instrumental,has_scared_sr,n/a,direct,scared,10,direct,boolean,boolean_yes_no,ask_once,clinician,psychologist,SCARED: has scared sr (respuesta estructurada),SCARED: has scared sr (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,yes,"si has_* = no, ocultar bloque instrumental asociado",valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_01,scared p 01,anxiety,psychologist,general,scared_p_01,n/a,direct,scared,10,direct,ordinal,ordinal_0_2,ask_once,clinician,psychologist,SCARED: scared p 01 (respuesta estructurada),SCARED: scared p 01 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_02,scared p 02,anxiety,psychologist,general,scared_p_02,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 02 (respuesta estructurada),SCARED: scared p 02 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_03,scared p 03,anxiety,psychologist,general,scared_p_03,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 03 (respuesta estructurada),SCARED: scared p 03 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_04,scared p 04,anxiety,psychologist,general,scared_p_04,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 04 (respuesta estructurada),SCARED: scared p 04 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_05,scared p 05,anxiety,psychologist,general,scared_p_05,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 05 (respuesta estructurada),SCARED: scared p 05 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_06,scared p 06,anxiety,psychologist,general,scared_p_06,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 06 (respuesta estructurada),SCARED: scared p 06 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_07,scared p 07,anxiety,psychologist,general,scared_p_07,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 07 (respuesta estructurada),SCARED: scared p 07 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_08,scared p 08,anxiety,psychologist,general,scared_p_08,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 08 (respuesta estructurada),SCARED: scared p 08 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_09,scared p 09,anxiety,psychologist,general,scared_p_09,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 09 (respuesta estructurada),SCARED: scared p 09 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_10,scared p 10,anxiety,psychologist,general,scared_p_10,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 10 (respuesta estructurada),SCARED: scared p 10 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_11,scared p 11,anxiety,psychologist,general,scared_p_11,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 11 (respuesta estructurada),SCARED: scared p 11 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_12,scared p 12,anxiety,psychologist,general,scared_p_12,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 12 (respuesta estructurada),SCARED: scared p 12 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_13,scared p 13,anxiety,psychologist,general,scared_p_13,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 13 (respuesta estructurada),SCARED: scared p 13 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_14,scared p 14,anxiety,psychologist,general,scared_p_14,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 14 (respuesta estructurada),SCARED: scared p 14 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_15,scared p 15,anxiety,psychologist,general,scared_p_15,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 15 (respuesta estructurada),SCARED: scared p 15 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_16,scared p 16,anxiety,psychologist,general,scared_p_16,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 16 (respuesta estructurada),SCARED: scared p 16 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_17,scared p 17,anxiety,psychologist,general,scared_p_17,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 17 (respuesta estructurada),SCARED: scared p 17 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_18,scared p 18,anxiety,psychologist,general,scared_p_18,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 18 (respuesta estructurada),SCARED: scared p 18 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_19,scared p 19,anxiety,psychologist,general,scared_p_19,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 19 (respuesta estructurada),SCARED: scared p 19 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_20,scared p 20,anxiety,psychologist,general,scared_p_20,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 20 (respuesta estructurada),SCARED: scared p 20 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_21,scared p 21,anxiety,psychologist,general,scared_p_21,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 21 (respuesta estructurada),SCARED: scared p 21 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_22,scared p 22,anxiety,psychologist,general,scared_p_22,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 22 (respuesta estructurada),SCARED: scared p 22 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_23,scared p 23,anxiety,psychologist,general,scared_p_23,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 23 (respuesta estructurada),SCARED: scared p 23 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_24,scared p 24,anxiety,psychologist,general,scared_p_24,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 24 (respuesta estructurada),SCARED: scared p 24 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_25,scared p 25,anxiety,psychologist,general,scared_p_25,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 25 (respuesta estructurada),SCARED: scared p 25 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_26,scared p 26,anxiety,psychologist,general,scared_p_26,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 26 (respuesta estructurada),SCARED: scared p 26 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_27,scared p 27,anxiety,psychologist,general,scared_p_27,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 27 (respuesta estructurada),SCARED: scared p 27 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_28,scared p 28,anxiety,psychologist,general,scared_p_28,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 28 (respuesta estructurada),SCARED: scared p 28 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_29,scared p 29,anxiety,psychologist,general,scared_p_29,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 29 (respuesta estructurada),SCARED: scared p 29 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_30,scared p 30,anxiety,psychologist,general,scared_p_30,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 30 (respuesta estructurada),SCARED: scared p 30 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_31,scared p 31,anxiety,psychologist,general,scared_p_31,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 31 (respuesta estructurada),SCARED: scared p 31 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_32,scared p 32,anxiety,psychologist,general,scared_p_32,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 32 (respuesta estructurada),SCARED: scared p 32 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_33,scared p 33,anxiety,psychologist,general,scared_p_33,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 33 (respuesta estructurada),SCARED: scared p 33 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_34,scared p 34,anxiety,psychologist,general,scared_p_34,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 34 (respuesta estructurada),SCARED: scared p 34 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_35,scared p 35,anxiety,psychologist,general,scared_p_35,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 35 (respuesta estructurada),SCARED: scared p 35 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_36,scared p 36,anxiety,psychologist,general,scared_p_36,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 36 (respuesta estructurada),SCARED: scared p 36 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_37,scared p 37,anxiety,psychologist,general,scared_p_37,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 37 (respuesta estructurada),SCARED: scared p 37 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_38,scared p 38,anxiety,psychologist,general,scared_p_38,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 38 (respuesta estructurada),SCARED: scared p 38 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_39,scared p 39,anxiety,psychologist,general,scared_p_39,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 39 (respuesta estructurada),SCARED: scared p 39 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_40,scared p 40,anxiety,psychologist,general,scared_p_40,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 40 (respuesta estructurada),SCARED: scared p 40 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_41,scared p 41,anxiety,psychologist,general,scared_p_41,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,clinician,psychologist,SCARED: scared p 41 (respuesta estructurada),SCARED: scared p 41 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_generalized_anxiety,scared p generalized anxiety,anxiety,both,general,scared_p_generalized_anxiety,n/a,direct,scared,10,direct,integer,integer_0_14,ask_once,clinician,both,SCARED: scared p generalized anxiety (respuesta estructurada),SCARED: scared p generalized anxiety (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_panic_somatic,scared p panic somatic,anxiety,both,general,scared_p_panic_somatic,n/a,direct,scared,10,direct,integer,integer_0_20,ask_once,clinician,both,SCARED: scared p panic somatic (respuesta estructurada),SCARED: scared p panic somatic (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_possible_anxiety_disorder_cut25,scared p possible anxiety disorder cut25,anxiety,both,score_derivado,scared_p_possible_anxiety_disorder_cut25,scared_p_possible_anxiety_disorder_cut25,supporting,scared,10,supporting,boolean,boolean_yes_no,ask_once,clinician,both,SCARED: scared p possible anxiety disorder cut25 (respuesta estructurada),SCARED: scared p possible anxiety disorder cut25 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_school_avoidance,scared p school avoidance,anxiety,both,general,scared_p_school_avoidance,n/a,direct,scared,10,direct,integer,integer_0_8,ask_once,clinician,both,SCARED: scared p school avoidance (respuesta estructurada),SCARED: scared p school avoidance (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_separation_anxiety,scared p separation anxiety,anxiety,both,general,scared_p_separation_anxiety,n/a,direct,scared,10,direct,integer,integer_0_14,ask_once,clinician,both,SCARED: scared p separation anxiety (respuesta estructurada),SCARED: scared p separation anxiety (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_social_anxiety,scared p social anxiety,anxiety,both,general,scared_p_social_anxiety,n/a,direct,scared,10,direct,integer,integer_0_11,ask_once,clinician,both,SCARED: scared p social anxiety (respuesta estructurada),SCARED: scared p social anxiety (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_p_total,scared p total,anxiety,both,score_derivado,scared_p_total,scared_p_total,supporting,scared,10,supporting,integer,integer_3_66,ask_once,clinician,both,SCARED: scared p total (respuesta estructurada),SCARED: scared p total (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_sr_01,scared sr 01,anxiety,psychologist,general,scared_sr_01,n/a,direct,scared,10,direct,ordinal,ordinal_0_2,ask_once,child,psychologist,SCARED: scared sr 01 (respuesta estructurada),SCARED: scared sr 01 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,yes,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_sr_02,scared sr 02,anxiety,psychologist,general,scared_sr_02,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,child,psychologist,SCARED: scared sr 02 (respuesta estructurada),SCARED: scared sr 02 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_sr_03,scared sr 03,anxiety,psychologist,general,scared_sr_03,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,child,psychologist,SCARED: scared sr 03 (respuesta estructurada),SCARED: scared sr 03 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_sr_04,scared sr 04,anxiety,psychologist,general,scared_sr_04,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,child,psychologist,SCARED: scared sr 04 (respuesta estructurada),SCARED: scared sr 04 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_sr_05,scared sr 05,anxiety,psychologist,general,scared_sr_05,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,child,psychologist,SCARED: scared sr 05 (respuesta estructurada),SCARED: scared sr 05 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_sr_06,scared sr 06,anxiety,psychologist,general,scared_sr_06,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,child,psychologist,SCARED: scared sr 06 (respuesta estructurada),SCARED: scared sr 06 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
scared_sr_07,scared sr 07,anxiety,psychologist,general,scared_sr_07,n/a,direct,scared,10,direct,integer,integer_0_2,ask_once,child,psychologist,SCARED: scared sr 07 (respuesta estructurada),SCARED: scared sr 07 (captura tecnica estructurada),Usar escala estructurada sin texto libre.,Registrar segun instrumento y codificacion estructurada.,yes,no,high,no,none,valor dentro de rango/escala definida en contract,low,core estructurado; sin preguntas abiertas
